75;0;4;1
60;15;4;1
60;30;4;1
60;45;4;1
45;60;4;1
30;60;4;1
15;60;4;1
0;75;4;1
-15;60;4;1
-30;60;4;1
-45;60;4;1
-60;45;4;1
-60;30;4;1
-60;15;4;1
-75;0;4;1
-75;-15;4;1
-60;-30;4;1
-60;-45;4;1
-60;-60;4;1
-45;-75;4;1
-30;-75;4;1
-15;-75;4;1
0;-90;4;1
15;-75;4;1
30;-75;4;1
45;-75;4;1
60;-60;4;1
60;-45;4;1
60;-30;4;1
75;-15;4;1
60;-15;4;1
45;-15;4;1
30;-15;4;1
15;-15;4;1
0;-15;4;1
-15;-15;4;1
-30;-15;4;1
-45;-15;4;1
-60;-15;4;1
-60;0;4;1
-45;0;4;1
-30;0;4;1
-15;0;4;1
0;0;4;1
15;0;4;1
30;0;4;1
45;0;4;1
60;0;4;1
45;15;4;1
30;15;4;1
15;15;4;1
0;15;4;1
-15;15;4;1
-30;15;4;1
-45;15;4;1
-45;30;4;1
-30;30;4;1
-15;30;4;1
0;30;4;1
15;30;4;1
30;30;4;1
45;30;4;1
45;45;4;1
30;45;4;1
15;45;4;1
0;45;4;1
-15;45;4;1
-30;45;4;1
-45;45;4;1
0;60;4;1
-45;-30;4;1
-30;-30;4;1
-15;-30;4;1
0;-30;4;1
15;-30;4;1
30;-30;4;1
45;-30;4;1
45;-45;4;1
30;-45;4;1
15;-45;4;1
0;-45;4;1
-15;-45;4;1
-30;-45;4;1
-45;-45;4;1
-45;-60;4;1
-30;-60;4;1
-15;-60;4;1
0;-60;4;1
15;-60;4;1
30;-60;4;1
45;-60;4;1
0;-75;4;1
